Fecha,Hora,Nivel_Escolar,Marca,Inventario_Inicial,Ventas,Inventario_Final
2025-09-23,9,Primaria 2°,EduMax,106,10,96
2025-09-23,9,Primaria 2°,EduMax,278,2,276
2025-09-23,9,Primaria 2°,SuperSchool,146,1,145
2025-09-23,9,Primaria 2°,EduMax,75,7,68
2025-09-23,9,Primaria 2°,TopKids,240,16,224
2025-09-23,9,Primaria 2°,TopKids,207,9,198
2025-09-23,9,Primaria 2°,SuperSchool,99,7,92
2025-09-23,9,Primaria 2°,EduMax,123,20,103
2025-09-23,9,Primaria 2°,EduMax,284,18,266
2025-09-23,9,Primaria 2°,TopKids,255,13,242
2025-09-23,9,Primaria 2°,SuperSchool,209,10,199
2025-09-23,9,Primaria 2°,TopKids,292,17,275
2025-09-23,9,Primaria 2°,TopKids,283,22,261
2025-09-23,9,Primaria 2°,TopKids,120,18,102
2025-09-23,9,Primaria 3°,EduMax,243,13,230
2025-09-23,9,Primaria 3°,SuperSchool,157,5,152
2025-09-23,9,Primaria 3°,TopKids,51,11,40
2025-09-23,9,Primaria 3°,TopKids,89,4,85
2025-09-23,9,Primaria 3°,TopKids,223,9,214
2025-09-23,9,Primaria 3°,EduMax,63,3,60
2025-09-23,9,Primaria 3°,TopKids,158,14,144
2025-09-23,9,Primaria 3°,SuperSchool,180,15,165
2025-09-23,9,Primaria 3°,SuperSchool,110,2,108
2025-09-23,9,Primaria 3°,SuperSchool,298,10,288
2025-09-23,9,Primaria 3°,TopKids,167,15,152
2025-09-23,9,Primaria 3°,TopKids,230,12,218
2025-09-23,9,Primaria 3°,SuperSchool,129,8,121
2025-09-23,9,Primaria 3°,SuperSchool,150,24,126
2025-09-23,9,Primaria 3°,TopKids,281,18,263
2025-09-23,9,Primaria 4°,TopKids,290,4,286
2025-09-23,9,Primaria 4°,EduMax,197,20,177
2025-09-23,9,Primaria 4°,SuperSchool,127,1,126
2025-09-23,9,Primaria 4°,SuperSchool,264,13,251
2025-09-23,9,Primaria 4°,EduMax,230,18,212
2025-09-23,9,Primaria 4°,EduMax,219,4,215
2025-09-23,9,Primaria 4°,TopKids,160,4,156
2025-09-23,9,Primaria 4°,TopKids,61,13,48
2025-09-23,9,Primaria 4°,EduMax,153,4,149
2025-09-23,9,Primaria 5°,EduMax,232,5,227
2025-09-23,9,Primaria 5°,SuperSchool,296,4,292
2025-09-23,9,Primaria 5°,TopKids,90,12,78
2025-09-23,9,Primaria 5°,TopKids,214,2,212
2025-09-23,9,Primaria 5°,TopKids,94,7,87
2025-09-23,9,Primaria 5°,SuperSchool,217,20,197
2025-09-23,9,Primaria 5°,TopKids,285,18,267
2025-09-23,9,Primaria 5°,EduMax,145,16,129
2025-09-23,9,Primaria 5°,EduMax,183,18,165
2025-09-23,9,Primaria 5°,SuperSchool,131,24,107
2025-09-23,9,Primaria 5°,SuperSchool,180,9,171
2025-09-23,9,Primaria 5°,TopKids,265,22,243
2025-09-23,9,Primaria 5°,TopKids,240,19,221
2025-09-23,9,Primaria 6°,SuperSchool,82,11,71
2025-09-23,9,Primaria 6°,TopKids,237,23,214
2025-09-23,9,Primaria 6°,EduMax,286,22,264
2025-09-23,9,Primaria 6°,EduMax,239,15,224
2025-09-23,9,Primaria 6°,SuperSchool,123,8,115
2025-09-23,10,Preescolar,SuperSchool,132,18,114
2025-09-23,10,Preescolar,TopKids,118,14,104
2025-09-23,10,Preescolar,SuperSchool,210,11,199
2025-09-23,10,Preescolar,EduMax,240,12,228
2025-09-23,10,Preescolar,TopKids,153,22,131
2025-09-23,10,Preescolar,EduMax,119,3,116
2025-09-23,10,Preescolar,TopKids,193,17,176
2025-09-23,10,Preescolar,TopKids,95,1,94
2025-09-23,10,Preescolar,EduMax,93,20,73
2025-09-23,10,Kínder,EduMax,289,15,274
2025-09-23,10,Kínder,SuperSchool,210,13,197
2025-09-23,10,Kínder,EduMax,180,24,156
2025-09-23,10,Kínder,TopKids,120,8,112
2025-09-23,10,Kínder,SuperSchool,227,10,217
2025-09-23,10,Kínder,TopKids,168,21,147
2025-09-23,10,Kínder,SuperSchool,109,10,99
2025-09-23,10,Kínder,SuperSchool,114,21,93
2025-09-23,10,Kínder,TopKids,118,15,103
2025-09-23,10,Kínder,EduMax,75,11,64
2025-09-23,10,Kínder,TopKids,162,21,141
2025-09-23,10,Primaria 1°,EduMax,119,22,97
2025-09-23,10,Primaria 1°,SuperSchool,262,24,238
2025-09-23,10,Primaria 1°,EduMax,258,21,237
2025-09-23,10,Primaria 1°,TopKids,221,23,198
2025-09-23,10,Primaria 1°,EduMax,85,2,83
2025-09-23,10,Primaria 1°,EduMax,215,22,193
2025-09-23,10,Primaria 1°,SuperSchool,252,23,229
2025-09-23,10,Primaria 1°,TopKids,174,21,153
2025-09-23,10,Primaria 1°,SuperSchool,93,4,89
2025-09-23,10,Primaria 1°,TopKids,260,11,249
2025-09-23,10,Primaria 1°,TopKids,254,13,241
2025-09-23,10,Primaria 1°,TopKids,289,13,276
2025-09-23,10,Primaria 1°,TopKids,268,11,257
2025-09-23,10,Primaria 1°,SuperSchool,249,10,239
2025-09-23,10,Primaria 1°,EduMax,143,22,121
2025-09-23,10,Primaria 1°,EduMax,98,7,91
2025-09-23,10,Primaria 1°,EduMax,251,20,231
2025-09-23,10,Primaria 1°,TopKids,135,13,122
2025-09-23,10,Primaria 2°,TopKids,56,20,36
2025-09-23,10,Primaria 2°,TopKids,91,12,79
2025-09-23,10,Primaria 2°,SuperSchool,61,12,49
2025-09-23,10,Primaria 2°,EduMax,52,8,44
2025-09-23,10,Primaria 2°,SuperSchool,111,13,98
2025-09-23,10,Primaria 2°,SuperSchool,73,4,69
2025-09-23,10,Primaria 2°,EduMax,117,11,106
2025-09-23,10,Primaria 2°,EduMax,274,13,261
2025-09-23,10,Primaria 2°,SuperSchool,76,22,54
2025-09-23,10,Primaria 2°,SuperSchool,228,16,212
2025-09-23,10,Primaria 2°,EduMax,155,5,150
2025-09-23,10,Primaria 3°,EduMax,228,14,214
2025-09-23,10,Primaria 3°,TopKids,220,3,217
2025-09-23,10,Primaria 3°,SuperSchool,83,6,77
2025-09-23,10,Primaria 3°,SuperSchool,237,14,223
2025-09-23,10,Primaria 3°,SuperSchool,121,17,104
2025-09-23,10,Primaria 3°,SuperSchool,196,9,187
2025-09-23,10,Primaria 3°,TopKids,291,1,290
2025-09-23,10,Primaria 3°,SuperSchool,158,12,146
2025-09-23,10,Primaria 3°,SuperSchool,219,19,200
2025-09-23,10,Primaria 3°,EduMax,88,14,74
2025-09-23,10,Primaria 3°,EduMax,87,9,78
2025-09-23,10,Primaria 3°,SuperSchool,96,1,95
2025-09-23,10,Primaria 3°,EduMax,151,23,128
2025-09-23,10,Primaria 3°,TopKids,243,10,233
2025-09-23,10,Primaria 3°,EduMax,100,23,77
2025-09-23,10,Primaria 3°,SuperSchool,188,4,184
2025-09-23,10,Primaria 3°,EduMax,151,3,148
2025-09-23,10,Primaria 3°,SuperSchool,260,3,257
2025-09-23,10,Primaria 3°,EduMax,259,12,247
2025-09-23,10,Primaria 4°,SuperSchool,189,24,165
2025-09-23,10,Primaria 4°,SuperSchool,216,9,207
2025-09-23,10,Primaria 4°,TopKids,181,24,157
2025-09-23,10,Primaria 4°,EduMax,172,19,153
2025-09-23,10,Primaria 4°,SuperSchool,259,10,249
2025-09-23,10,Primaria 4°,EduMax,297,12,285
2025-09-23,10,Primaria 4°,TopKids,197,8,189
2025-09-23,10,Primaria 4°,TopKids,210,4,206
2025-09-23,10,Primaria 4°,EduMax,263,4,259
2025-09-23,10,Primaria 4°,TopKids,185,9,176
2025-09-23,10,Primaria 4°,TopKids,259,3,256
2025-09-23,10,Primaria 4°,SuperSchool,114,7,107
2025-09-23,10,Primaria 4°,EduMax,256,23,233
2025-09-23,10,Primaria 4°,SuperSchool,264,5,259
2025-09-23,10,Primaria 4°,TopKids,255,14,241
2025-09-23,10,Primaria 4°,SuperSchool,231,6,225
2025-09-23,10,Primaria 5°,TopKids,79,16,63
2025-09-23,10,Primaria 5°,TopKids,208,22,186
2025-09-23,10,Primaria 5°,SuperSchool,52,3,49
2025-09-23,10,Primaria 5°,EduMax,135,21,114
2025-09-23,10,Primaria 5°,TopKids,157,16,141
2025-09-23,10,Primaria 5°,EduMax,53,20,33
2025-09-23,10,Primaria 5°,EduMax,94,13,81
2025-09-23,10,Primaria 6°,EduMax,143,9,134
2025-09-23,10,Primaria 6°,TopKids,188,3,185
2025-09-23,10,Primaria 6°,SuperSchool,221,5,216
2025-09-23,10,Primaria 6°,EduMax,235,19,216
2025-09-23,10,Primaria 6°,EduMax,66,4,62
2025-09-23,10,Primaria 6°,SuperSchool,239,17,222
2025-09-23,10,Primaria 6°,EduMax,249,11,238
2025-09-23,10,Primaria 6°,EduMax,228,6,222
2025-09-23,10,Primaria 6°,TopKids,97,10,87
2025-09-23,10,Primaria 6°,SuperSchool,103,1,102
2025-09-23,10,Primaria 6°,SuperSchool,228,9,219
2025-09-23,10,Primaria 6°,SuperSchool,240,16,224
2025-09-23,10,Primaria 6°,EduMax,233,6,227
2025-09-23,10,Primaria 6°,SuperSchool,252,22,230
2025-09-23,10,Primaria 6°,TopKids,160,5,155
2025-09-23,10,Primaria 6°,TopKids,293,4,289
2025-09-23,10,Primaria 6°,TopKids,162,12,150
2025-09-23,10,Primaria 6°,EduMax,137,23,114
2025-09-23,10,Primaria 6°,SuperSchool,213,18,195
2025-09-23,11,Preescolar,SuperSchool,66,5,61
2025-09-23,11,Preescolar,SuperSchool,296,18,278
2025-09-23,11,Preescolar,EduMax,107,23,84
2025-09-23,11,Preescolar,SuperSchool,121,19,102
2025-09-23,11,Preescolar,EduMax,280,24,256
2025-09-23,11,Kínder,EduMax,269,21,248
2025-09-23,11,Kínder,SuperSchool,80,1,79
2025-09-23,11,Kínder,SuperSchool,110,10,100
2025-09-23,11,Kínder,SuperSchool,175,18,157
2025-09-23,11,Kínder,EduMax,242,13,229
2025-09-23,11,Kínder,EduMax,72,7,65
2025-09-23,11,Kínder,TopKids,205,8,197
2025-09-23,11,Kínder,SuperSchool,179,11,168
2025-09-23,11,Kínder,SuperSchool,265,12,253
2025-09-23,11,Kínder,TopKids,123,15,108
2025-09-23,11,Kínder,EduMax,170,5,165
2025-09-23,11,Kínder,TopKids,218,18,200
2025-09-23,11,Kínder,EduMax,188,14,174
2025-09-23,11,Primaria 1°,TopKids,53,7,46
2025-09-23,11,Primaria 1°,SuperSchool,226,17,209
2025-09-23,11,Primaria 1°,TopKids,104,12,92
2025-09-23,11,Primaria 1°,TopKids,211,8,203
2025-09-23,11,Primaria 1°,TopKids,75,2,73
2025-09-23,11,Primaria 2°,EduMax,242,18,224
2025-09-23,11,Primaria 2°,SuperSchool,57,8,49
2025-09-23,11,Primaria 2°,EduMax,133,14,119
2025-09-23,11,Primaria 2°,SuperSchool,107,20,87
2025-09-23,11,Primaria 2°,TopKids,128,19,109
2025-09-23,11,Primaria 2°,SuperSchool,106,3,103
2025-09-23,11,Primaria 2°,SuperSchool,228,17,211
2025-09-23,11,Primaria 2°,SuperSchool,101,16,85
2025-09-23,11,Primaria 2°,EduMax,125,7,118
2025-09-23,11,Primaria 2°,EduMax,76,24,52
2025-09-23,11,Primaria 2°,SuperSchool,188,22,166
2025-09-23,11,Primaria 2°,EduMax,225,10,215
2025-09-23,11,Primaria 3°,SuperSchool,153,5,148
2025-09-23,11,Primaria 3°,SuperSchool,190,10,180
2025-09-23,11,Primaria 3°,EduMax,203,21,182
2025-09-23,11,Primaria 3°,TopKids,221,12,209
2025-09-23,11,Primaria 3°,TopKids,220,20,200
2025-09-23,11,Primaria 3°,TopKids,107,12,95
2025-09-23,11,Primaria 3°,EduMax,91,20,71
2025-09-23,11,Primaria 3°,EduMax,237,1,236
2025-09-23,11,Primaria 3°,EduMax,258,4,254
2025-09-23,11,Primaria 3°,EduMax,234,9,225
2025-09-23,11,Primaria 3°,TopKids,216,21,195
2025-09-23,11,Primaria 3°,EduMax,66,3,63
2025-09-23,11,Primaria 4°,EduMax,54,4,50
2025-09-23,11,Primaria 4°,TopKids,215,6,209
2025-09-23,11,Primaria 4°,SuperSchool,261,9,252
2025-09-23,11,Primaria 4°,SuperSchool,192,20,172
2025-09-23,11,Primaria 4°,EduMax,79,10,69
2025-09-23,11,Primaria 5°,EduMax,236,24,212
2025-09-23,11,Primaria 5°,EduMax,190,19,171
2025-09-23,11,Primaria 5°,TopKids,111,7,104
2025-09-23,11,Primaria 5°,EduMax,276,5,271
2025-09-23,11,Primaria 5°,EduMax,247,17,230
2025-09-23,11,Primaria 5°,SuperSchool,201,13,188
2025-09-23,11,Primaria 5°,SuperSchool,206,24,182
2025-09-23,11,Primaria 5°,EduMax,147,14,133
2025-09-23,11,Primaria 5°,TopKids,182,8,174
2025-09-23,11,Primaria 5°,TopKids,186,16,170
2025-09-23,11,Primaria 5°,SuperSchool,231,15,216
2025-09-23,11,Primaria 5°,SuperSchool,193,12,181
2025-09-23,11,Primaria 5°,EduMax,285,15,270
2025-09-23,11,Primaria 5°,SuperSchool,210,20,190
2025-09-23,11,Primaria 5°,EduMax,276,8,268
2025-09-23,11,Primaria 5°,TopKids,222,10,212
2025-09-23,11,Primaria 5°,TopKids,258,11,247
2025-09-23,11,Primaria 5°,TopKids,96,12,84
2025-09-23,11,Primaria 6°,EduMax,61,4,57
2025-09-23,11,Primaria 6°,TopKids,259,13,246
2025-09-23,11,Primaria 6°,SuperSchool,242,24,218
2025-09-23,11,Primaria 6°,SuperSchool,162,20,142
2025-09-23,11,Primaria 6°,EduMax,113,9,104
2025-09-23,11,Primaria 6°,EduMax,167,17,150
2025-09-23,12,Preescolar,TopKids,213,18,195
2025-09-23,12,Preescolar,TopKids,128,1,127
2025-09-23,12,Preescolar,EduMax,137,1,136
2025-09-23,12,Preescolar,TopKids,156,6,150
2025-09-23,12,Preescolar,SuperSchool,240,14,226
2025-09-23,12,Kínder,EduMax,175,17,158
2025-09-23,12,Kínder,SuperSchool,194,14,180
2025-09-23,12,Kínder,TopKids,57,24,33
2025-09-23,12,Kínder,TopKids,93,2,91
2025-09-23,12,Kínder,TopKids,230,13,217
2025-09-23,12,Kínder,SuperSchool,131,1,130
2025-09-23,12,Kínder,SuperSchool,70,12,58
2025-09-23,12,Kínder,TopKids,105,6,99
2025-09-23,12,Kínder,EduMax,179,20,159
2025-09-23,12,Kínder,TopKids,190,14,176
2025-09-23,12,Kínder,EduMax,125,13,112
2025-09-23,12,Kínder,TopKids,191,18,173
2025-09-23,12,Primaria 1°,TopKids,149,6,143
2025-09-23,12,Primaria 1°,EduMax,167,6,161
2025-09-23,12,Primaria 1°,TopKids,105,24,81
2025-09-23,12,Primaria 1°,EduMax,62,7,55
2025-09-23,12,Primaria 1°,SuperSchool,198,6,192
2025-09-23,12,Primaria 1°,EduMax,191,3,188
2025-09-23,12,Primaria 1°,TopKids,220,13,207
2025-09-23,12,Primaria 1°,TopKids,61,23,38
2025-09-23,12,Primaria 1°,EduMax,262,22,240
2025-09-23,12,Primaria 1°,EduMax,197,5,192
2025-09-23,12,Primaria 1°,SuperSchool,104,11,93
2025-09-23,12,Primaria 1°,SuperSchool,109,10,99
2025-09-23,12,Primaria 1°,EduMax,118,22,96
2025-09-23,12,Primaria 1°,SuperSchool,133,24,109
2025-09-23,12,Primaria 1°,EduMax,96,16,80
2025-09-23,12,Primaria 1°,SuperSchool,283,24,259
2025-09-23,12,Primaria 1°,TopKids,121,2,119
2025-09-23,12,Primaria 1°,EduMax,88,23,65
2025-09-23,12,Primaria 2°,EduMax,232,6,226
2025-09-23,12,Primaria 2°,TopKids,126,12,114
2025-09-23,12,Primaria 2°,TopKids,107,17,90
2025-09-23,12,Primaria 2°,SuperSchool,140,24,116
2025-09-23,12,Primaria 2°,TopKids,191,3,188
2025-09-23,12,Primaria 3°,TopKids,298,14,284
2025-09-23,12,Primaria 3°,TopKids,266,15,251
2025-09-23,12,Primaria 3°,SuperSchool,278,13,265
2025-09-23,12,Primaria 3°,TopKids,158,11,147
2025-09-23,12,Primaria 3°,SuperSchool,53,17,36
2025-09-23,12,Primaria 3°,TopKids,268,18,250
2025-09-23,12,Primaria 3°,EduMax,183,12,171
2025-09-23,12,Primaria 3°,SuperSchool,234,24,210
2025-09-23,12,Primaria 3°,SuperSchool,132,12,120
2025-09-23,12,Primaria 4°,TopKids,211,12,199
2025-09-23,12,Primaria 4°,TopKids,246,22,224
2025-09-23,12,Primaria 4°,SuperSchool,129,9,120
2025-09-23,12,Primaria 4°,SuperSchool,214,1,213
2025-09-23,12,Primaria 4°,SuperSchool,50,15,35
2025-09-23,12,Primaria 4°,SuperSchool,186,18,168
2025-09-23,12,Primaria 4°,EduMax,134,12,122
2025-09-23,12,Primaria 4°,EduMax,280,7,273
2025-09-23,12,Primaria 4°,TopKids,247,3,244
2025-09-23,12,Primaria 5°,SuperSchool,69,4,65
2025-09-23,12,Primaria 5°,SuperSchool,127,17,110
2025-09-23,12,Primaria 5°,TopKids,234,3,231
2025-09-23,12,Primaria 5°,SuperSchool,158,21,137
2025-09-23,12,Primaria 5°,EduMax,206,24,182
2025-09-23,12,Primaria 5°,TopKids,125,9,116
2025-09-23,12,Primaria 6°,SuperSchool,50,4,46
2025-09-23,12,Primaria 6°,TopKids,55,15,40
2025-09-23,12,Primaria 6°,EduMax,150,8,142
2025-09-23,12,Primaria 6°,TopKids,118,21,97
2025-09-23,12,Primaria 6°,TopKids,262,20,242
2025-09-23,12,Primaria 6°,EduMax,58,2,56
2025-09-23,12,Primaria 6°,SuperSchool,181,12,169
2025-09-23,12,Primaria 6°,TopKids,298,19,279
2025-09-23,12,Primaria 6°,TopKids,299,7,292
2025-09-23,12,Primaria 6°,SuperSchool,237,2,235
2025-09-23,12,Primaria 6°,TopKids,177,8,169
2025-09-23,12,Primaria 6°,EduMax,209,11,198
2025-09-23,12,Primaria 6°,EduMax,273,9,264
2025-09-23,12,Primaria 6°,TopKids,288,21,267
2025-09-23,13,Preescolar,EduMax,60,15,45
2025-09-23,13,Preescolar,TopKids,199,5,194
2025-09-23,13,Preescolar,EduMax,111,15,96
2025-09-23,13,Preescolar,SuperSchool,160,23,137
2025-09-23,13,Preescolar,TopKids,110,6,104
2025-09-23,13,Preescolar,EduMax,177,5,172
2025-09-23,13,Preescolar,EduMax,175,1,174
2025-09-23,13,Preescolar,TopKids,193,17,176
2025-09-23,13,Preescolar,SuperSchool,172,15,157
2025-09-23,13,Preescolar,EduMax,59,8,51
2025-09-23,13,Preescolar,TopKids,145,9,136
2025-09-23,13,Preescolar,TopKids,264,19,245
2025-09-23,13,Preescolar,EduMax,261,3,258
2025-09-23,13,Preescolar,SuperSchool,208,11,197
2025-09-23,13,Preescolar,TopKids,281,10,271
2025-09-23,13,Kínder,SuperSchool,91,10,81
2025-09-23,13,Kínder,EduMax,214,5,209
2025-09-23,13,Kínder,TopKids,261,20,241
2025-09-23,13,Kínder,SuperSchool,279,13,266
2025-09-23,13,Kínder,SuperSchool,254,16,238
2025-09-23,13,Kínder,TopKids,51,5,46
2025-09-23,13,Kínder,EduMax,155,11,144
2025-09-23,13,Kínder,TopKids,298,24,274
2025-09-23,13,Kínder,SuperSchool,222,13,209
2025-09-23,13,Kínder,SuperSchool,211,5,206
2025-09-23,13,Kínder,TopKids,139,5,134
2025-09-23,13,Kínder,EduMax,195,8,187
2025-09-23,13,Kínder,SuperSchool,232,20,212
2025-09-23,13,Kínder,SuperSchool,115,10,105
2025-09-23,13,Kínder,SuperSchool,69,6,63
2025-09-23,13,Kínder,SuperSchool,65,3,62
2025-09-23,13,Kínder,TopKids,149,1,148
2025-09-23,13,Primaria 1°,EduMax,73,19,54
2025-09-23,13,Primaria 1°,EduMax,285,18,267
2025-09-23,13,Primaria 1°,SuperSchool,293,23,270
2025-09-23,13,Primaria 1°,TopKids,170,13,157
2025-09-23,13,Primaria 1°,TopKids,100,13,87
2025-09-23,13,Primaria 1°,TopKids,68,21,47
2025-09-23,13,Primaria 1°,EduMax,215,3,212
2025-09-23,13,Primaria 1°,EduMax,225,9,216
2025-09-23,13,Primaria 1°,SuperSchool,136,9,127
2025-09-23,13,Primaria 1°,SuperSchool,132,15,117
2025-09-23,13,Primaria 1°,EduMax,149,24,125
2025-09-23,13,Primaria 1°,EduMax,192,19,173
2025-09-23,13,Primaria 1°,TopKids,182,12,170
2025-09-23,13,Primaria 1°,TopKids,96,15,81
2025-09-23,13,Primaria 1°,TopKids,215,17,198
2025-09-23,13,Primaria 1°,TopKids,224,15,209
2025-09-23,13,Primaria 1°,TopKids,143,22,121
2025-09-23,13,Primaria 1°,EduMax,132,1,131
2025-09-23,13,Primaria 2°,TopKids,146,23,123
2025-09-23,13,Primaria 2°,EduMax,279,4,275
2025-09-23,13,Primaria 2°,SuperSchool,147,17,130
2025-09-23,13,Primaria 2°,SuperSchool,207,13,194
2025-09-23,13,Primaria 2°,TopKids,142,2,140
2025-09-23,13,Primaria 2°,TopKids,61,4,57
2025-09-23,13,Primaria 2°,SuperSchool,203,18,185
2025-09-23,13,Primaria 2°,EduMax,171,2,169
2025-09-23,13,Primaria 2°,SuperSchool,82,24,58
2025-09-23,13,Primaria 2°,EduMax,80,13,67
2025-09-23,13,Primaria 2°,SuperSchool,228,1,227
2025-09-23,13,Primaria 2°,EduMax,287,9,278
2025-09-23,13,Primaria 2°,EduMax,156,4,152
2025-09-23,13,Primaria 2°,SuperSchool,276,5,271
2025-09-23,13,Primaria 2°,EduMax,187,6,181
2025-09-23,13,Primaria 3°,TopKids,188,20,168
2025-09-23,13,Primaria 3°,SuperSchool,195,20,175
2025-09-23,13,Primaria 3°,TopKids,299,14,285
2025-09-23,13,Primaria 3°,EduMax,52,12,40
2025-09-23,13,Primaria 3°,TopKids,237,24,213
2025-09-23,13,Primaria 3°,EduMax,104,6,98
2025-09-23,13,Primaria 3°,SuperSchool,287,4,283
2025-09-23,13,Primaria 3°,EduMax,193,17,176
2025-09-23,13,Primaria 3°,EduMax,259,13,246
2025-09-23,13,Primaria 3°,EduMax,261,16,245
2025-09-23,13,Primaria 3°,SuperSchool,286,14,272
2025-09-23,13,Primaria 3°,EduMax,195,8,187
2025-09-23,13,Primaria 3°,SuperSchool,137,9,128
2025-09-23,13,Primaria 3°,TopKids,270,9,261
2025-09-23,13,Primaria 4°,EduMax,67,14,53
2025-09-23,13,Primaria 4°,TopKids,259,16,243
2025-09-23,13,Primaria 4°,SuperSchool,123,20,103
2025-09-23,13,Primaria 4°,EduMax,218,23,195
2025-09-23,13,Primaria 4°,EduMax,284,20,264
2025-09-23,13,Primaria 4°,TopKids,99,5,94
2025-09-23,13,Primaria 4°,TopKids,122,11,111
2025-09-23,13,Primaria 4°,EduMax,154,4,150
2025-09-23,13,Primaria 5°,SuperSchool,52,22,30
2025-09-23,13,Primaria 5°,SuperSchool,161,13,148
2025-09-23,13,Primaria 5°,TopKids,149,1,148
2025-09-23,13,Primaria 5°,EduMax,185,9,176
2025-09-23,13,Primaria 5°,EduMax,118,12,106
2025-09-23,13,Primaria 5°,SuperSchool,213,17,196
2025-09-23,13,Primaria 5°,SuperSchool,284,23,261
2025-09-23,13,Primaria 5°,SuperSchool,207,15,192
2025-09-23,13,Primaria 5°,SuperSchool,53,12,41
2025-09-23,13,Primaria 5°,TopKids,133,17,116
2025-09-23,13,Primaria 5°,EduMax,184,7,177
2025-09-23,13,Primaria 5°,SuperSchool,111,12,99
2025-09-23,13,Primaria 6°,SuperSchool,295,10,285
2025-09-23,13,Primaria 6°,SuperSchool,287,6,281
2025-09-23,13,Primaria 6°,TopKids,135,15,120
2025-09-23,13,Primaria 6°,TopKids,204,7,197
2025-09-23,13,Primaria 6°,EduMax,73,8,65
2025-09-23,13,Primaria 6°,TopKids,60,4,56
2025-09-23,13,Primaria 6°,EduMax,178,7,171
2025-09-23,13,Primaria 6°,TopKids,121,13,108
2025-09-23,13,Primaria 6°,EduMax,280,24,256
2025-09-23,13,Primaria 6°,EduMax,285,7,278
2025-09-23,13,Primaria 6°,EduMax,207,7,200
2025-09-23,13,Primaria 6°,TopKids,79,15,64
2025-09-23,13,Primaria 6°,SuperSchool,51,8,43
2025-09-23,13,Primaria 6°,SuperSchool,97,13,84
2025-09-23,14,Preescolar,SuperSchool,277,12,265
2025-09-23,14,Preescolar,TopKids,179,20,159
2025-09-23,14,Preescolar,TopKids,262,16,246
2025-09-23,14,Preescolar,SuperSchool,181,2,179
2025-09-23,14,Preescolar,EduMax,114,22,92
2025-09-23,14,Preescolar,EduMax,197,20,177
2025-09-23,14,Kínder,TopKids,187,9,178
2025-09-23,14,Kínder,SuperSchool,110,15,95
2025-09-23,14,Kínder,EduMax,130,7,123
2025-09-23,14,Kínder,SuperSchool,129,17,112
2025-09-23,14,Kínder,TopKids,50,22,28
2025-09-23,14,Kínder,EduMax,204,16,188
2025-09-23,14,Kínder,SuperSchool,85,16,69
2025-09-23,14,Primaria 1°,TopKids,82,17,65
2025-09-23,14,Primaria 1°,SuperSchool,212,19,193
2025-09-23,14,Primaria 1°,TopKids,224,2,222
2025-09-23,14,Primaria 1°,SuperSchool,108,22,86
2025-09-23,14,Primaria 1°,TopKids,291,1,290
2025-09-23,14,Primaria 1°,EduMax,161,15,146
2025-09-23,14,Primaria 1°,SuperSchool,234,12,222
2025-09-23,14,Primaria 1°,SuperSchool,222,11,211
2025-09-23,14,Primaria 1°,EduMax,244,5,239
2025-09-23,14,Primaria 1°,EduMax,145,4,141
2025-09-23,14,Primaria 1°,SuperSchool,168,5,163
2025-09-23,14,Primaria 1°,EduMax,95,11,84
2025-09-23,14,Primaria 2°,SuperSchool,185,7,178
2025-09-23,14,Primaria 2°,TopKids,238,15,223
2025-09-23,14,Primaria 2°,SuperSchool,219,18,201
2025-09-23,14,Primaria 2°,EduMax,270,19,251
2025-09-23,14,Primaria 2°,SuperSchool,199,2,197
2025-09-23,14,Primaria 2°,EduMax,287,21,266
2025-09-23,14,Primaria 2°,EduMax,246,5,241
2025-09-23,14,Primaria 2°,EduMax,271,22,249
2025-09-23,14,Primaria 2°,SuperSchool,280,21,259
2025-09-23,14,Primaria 2°,TopKids,96,21,75
2025-09-23,14,Primaria 2°,TopKids,256,6,250
2025-09-23,14,Primaria 2°,TopKids,213,4,209
2025-09-23,14,Primaria 2°,SuperSchool,60,5,55
2025-09-23,14,Primaria 2°,EduMax,278,5,273
2025-09-23,14,Primaria 2°,TopKids,94,12,82
2025-09-23,14,Primaria 2°,EduMax,62,9,53
2025-09-23,14,Primaria 2°,SuperSchool,215,17,198
2025-09-23,14,Primaria 2°,SuperSchool,205,11,194
2025-09-23,14,Primaria 3°,SuperSchool,221,4,217
2025-09-23,14,Primaria 3°,EduMax,256,4,252
2025-09-23,14,Primaria 3°,EduMax,236,18,218
2025-09-23,14,Primaria 3°,SuperSchool,275,21,254
2025-09-23,14,Primaria 3°,TopKids,206,22,184
2025-09-23,14,Primaria 3°,EduMax,149,2,147
2025-09-23,14,Primaria 3°,SuperSchool,120,22,98
2025-09-23,14,Primaria 3°,SuperSchool,59,21,38
2025-09-23,14,Primaria 3°,TopKids,53,21,32
2025-09-23,14,Primaria 3°,SuperSchool,279,20,259
2025-09-23,14,Primaria 4°,TopKids,145,22,123
2025-09-23,14,Primaria 4°,SuperSchool,138,6,132
2025-09-23,14,Primaria 4°,TopKids,204,18,186
2025-09-23,14,Primaria 4°,EduMax,61,19,42
2025-09-23,14,Primaria 4°,TopKids,258,3,255
2025-09-23,14,Primaria 4°,TopKids,246,4,242
2025-09-23,14,Primaria 4°,EduMax,146,21,125
2025-09-23,14,Primaria 4°,TopKids,91,13,78
2025-09-23,14,Primaria 4°,EduMax,88,14,74
