VIN,OEM,model_year,time,speed,odometer,geopos
F654J5DV77JS46566,Ford,2024,2025-11-30 02:14:45.739044,45,19618,"16.826420,39.805035"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 23:12:20.456792,21,40001,"41.3589535,-139.486568"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 22:33:00.041735,42,20005,"-40.512292,-53.333749"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 01:24:36.933960,46,11060,"60.965788,-1.419242"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 14:30:36.298249,63,11050,"75.3550115,123.126689"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 07:21:32.760323,80,13569,"-47.264336,-48.337184"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 12:01:24.048269,3,40001,"35.9077905,123.480055"
LZB12345678901234,FAW,2023,2025-11-30 17:05:59.257930,120,8006,"78.481713,56.752587"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 18:09:50.417417,107,20000,"-40.6082955,-138.519791"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 07:44:14.016842,103,13567,"82.221764,-24.957717"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 08:48:42.813541,82,20005,"63.819050,106.824463"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 10:03:37.021908,50,50003,"-40.2553165,47.149691"
LZB12345678901234,FAW,2023,2025-11-30 00:50:44.654079,29,8005,"-14.018525,172.110484"
F654J5DV77JS46566,Ford,2024,2025-11-30 21:33:40.336796,32,19617,"-39.075566,-14.744939"
F654J5DV77JS98654,Ford,2023,2025-11-30 09:55:19.261697,38,22108,"-39.7009805,150.630118"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 11:07:20.854460,14,20002,"60.2083575,-71.248675"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 23:45:52.699655,65,13564,"39.6615105,-20.691166"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 01:01:47.874122,44,50010,"64.031779,84.289955"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 23:34:56.686514,31,13568,"18.9709985,-84.644982"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 01:05:55.341272,117,10000,"7.315799,-57.653332"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 18:17:57.021470,97,3934,"74.1869525,-38.919751"
LZB12345678901234,FAW,2023,2025-11-30 15:15:43.711426,44,8004,"67.211116,57.753666"
F654J5DV77JS46566,Ford,2024,2025-11-30 20:34:26.969911,109,19624,"-85.1879375,45.034910"
F654J5DV77JS98654,Ford,2023,2025-11-30 18:43:00.066082,2,22112,"-51.7064005,58.036943"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 18:32:35.033745,106,4003,"18.438411,153.132082"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 09:26:31.596539,45,13570,"-33.8195575,145.181895"
F654J5DV77JS98654,Ford,2023,2025-11-30 05:16:06.990680,4,22115,"-2.9981845,143.864680"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 03:20:01.940526,79,20002,"-42.780404,96.639835"
LZB12345678901234,FAW,2023,2025-11-30 02:01:51.795662,13,8000,"-4.7177675,28.254799"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 11:46:24.066815,56,4001,"87.2527805,124.056573"
F654J5DV77JS98654,Ford,2023,2025-11-30 02:35:15.497862,86,22110,"-61.4767285,124.943111"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 13:35:15.421756,36,40008,"84.827784,-109.851655"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 16:32:26.480310,48,60008,"-6.333701,162.254933"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 00:39:00.935640,47,10008,"13.4457935,-3.132602"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 04:37:50.160054,46,11051,"-3.261690,137.342755"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 18:56:30.225235,69,50007,"-69.133855,-35.932596"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 07:36:15.352256,78,10003,"-46.566797,141.440155"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 17:47:55.163945,74,10001,"21.946253,94.465220"
LZB12345678901234,FAW,2023,2025-11-30 12:28:29.348339,93,8004,"0.823948,3.160919"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 14:11:59.042068,110,3934,"61.1642245,-55.441763"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-12-01 00:02:45.232921,98,40002,"53.6019595,-15.158880"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 10:42:31.817652,109,40004,"-27.3076175,21.008829"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 16:37:57.449299,99,13563,"36.721341,-77.256230"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 11:16:30.747958,75,3931,"-14.030709,-53.380681"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 22:59:28.863115,0,50008,"82.8209055,141.123825"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 05:51:04.285234,37,3925,"77.1893495,73.876997"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 22:00:38.285106,8,4000,"-6.450638,126.542810"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 22:27:31.674055,2,20001,"-6.079084,124.978684"
F654J5DV77JS98654,Ford,2023,2025-11-30 07:48:30.924807,24,22113,"-52.887863,156.306119"
F654J5DV77JS98654,Ford,2023,2025-11-30 11:55:01.965988,3,22106,"-52.8405705,26.150988"
F654J5DV77JS46566,Ford,2024,2025-11-30 17:07:55.715381,19,19616,"-62.885457,-156.030353"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 16:13:24.868020,41,3928,"-10.180959,-30.850625"
LZB12345678901234,FAW,2023,2025-11-30 19:55:49.980095,55,8006,"35.609097,165.101414"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 22:54:02.085597,99,60007,"30.7711915,107.813420"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 19:12:04.833395,28,40006,"8.7931965,-34.273374"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 16:15:01.784754,48,60000,"56.057006,14.269613"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 17:51:25.810332,31,50007,"-0.4633695,-54.266689"
F654J5DV77JS98654,Ford,2023,2025-11-30 22:36:37.567172,85,22107,"60.405274,-74.140836"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 12:35:53.619587,39,13570,"-27.189904,16.764610"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 04:00:02.868634,86,50000,"63.1619125,85.971979"
F654J5DV77JS46566,Ford,2024,2025-11-30 20:32:25.063246,111,19618,"10.912493,159.689461"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 12:09:39.036299,116,11056,"-22.0410515,159.836397"
F654J5DV77JS98654,Ford,2023,2025-11-30 16:34:59.213543,113,22112,"-22.050547,-103.032259"
F654J5DV77JS98654,Ford,2023,2025-11-30 02:48:19.372424,68,22111,"4.9970855,-113.948053"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 10:02:14.076502,68,13562,"-20.2731755,-164.278629"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 06:11:55.641604,29,20002,"-67.175994,-140.284569"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 17:36:35.748658,45,11050,"47.745969,-89.617465"
F654J5DV77JS98654,Ford,2023,2025-11-30 02:57:45.394321,15,22108,"-56.6352715,-92.112750"
LZB12345678901234,FAW,2023,2025-11-30 04:37:50.406310,47,8009,"-27.3517255,-51.299763"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 01:08:35.436616,3,50005,"33.5324115,90.582625"
LZB12345678901234,FAW,2023,2025-11-30 22:35:31.411826,113,8008,"-4.431992,72.883967"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 19:45:46.750774,4,40008,"38.2340715,21.336316"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 23:35:09.484001,16,13560,"75.260895,166.264217"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 14:21:03.140912,112,40001,"-2.2149145,-83.947079"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 05:57:15.587964,3,11054,"80.617938,124.516416"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 13:28:51.364613,65,20003,"-13.258296,-134.927536"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 15:34:16.658833,103,13565,"-54.297813,-124.132050"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 21:51:33.297269,1,40009,"-25.6538695,-113.199725"
F654J5DV77JS98654,Ford,2023,2025-11-30 05:58:13.778691,3,22109,"-19.8890025,-18.614160"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 05:21:12.906304,86,50009,"44.729274,-117.062263"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 09:39:57.981355,100,60010,"-70.7098565,-3.174575"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 22:18:32.284395,71,10001,"-25.5191065,56.001891"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 00:47:44.523898,49,13566,"-44.017121,58.121229"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 10:37:08.835461,3,13567,"-7.1097745,-24.586083"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 05:06:11.382332,36,60006,"23.066265,144.402998"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 21:09:15.725427,20,11057,"86.278649,-179.171701"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 07:08:26.917246,112,4000,"76.4046745,123.542349"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 15:47:24.377294,4,60004,"51.503662,86.863563"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 08:23:33.304270,94,3934,"-35.5380365,112.637141"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 14:59:50.608256,7,50010,"27.4670615,144.174393"
3GCUKREC0FG893480,Chevrolet,2025,2025-12-01 00:09:24.854564,30,3927,"23.8573845,-12.619177"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 02:55:23.965648,50,20005,"-55.5377315,39.488281"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 11:24:39.708937,33,40008,"82.173295,-54.765985"
1VWAP7A30JC123456,Volkswagen,2021,2025-12-01 00:03:53.529810,107,20008,"-85.0037245,-177.095003"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 02:25:16.351202,43,40006,"19.054991,-55.084645"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 08:18:30.904066,113,3927,"50.4729015,-41.126057"
6FDUF4GY1JSC12345,Scania,2016,2025-12-01 00:10:47.181982,109,50003,"-9.735891,92.925661"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 20:54:44.031906,52,3931,"-72.0877655,164.310508"
LZB12345678901234,FAW,2023,2025-11-30 07:50:26.612054,44,8004,"-59.026712,-107.075195"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 13:53:59.096373,54,4000,"27.2557525,61.173766"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 14:03:23.909856,49,3927,"37.105528,118.106316"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 10:23:27.764588,93,4000,"-0.332033,43.122695"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 13:39:59.868721,44,10006,"70.182171,158.799754"
F654J5DV77JS98654,Ford,2023,2025-11-30 12:23:35.760592,62,22111,"31.8239735,79.985652"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 22:51:05.435678,22,50009,"70.1057165,-47.516643"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 22:00:49.717989,51,11056,"-77.1266205,-62.558128"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 17:10:55.604604,52,11050,"81.040704,-34.588156"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 03:03:52.110433,70,40008,"-44.0898445,149.670973"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 08:18:14.482606,64,13560,"89.022286,67.957043"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 17:03:12.041670,84,10005,"-42.803061,-132.263721"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 06:32:54.845895,102,13569,"-84.507764,75.082552"
3GCUKREC0FG123456,Chevrolet,2024,2025-12-01 00:00:48.161015,118,4005,"-13.5130895,-4.191580"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 20:29:21.125195,49,50004,"-73.254533,-72.691960"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 10:10:09.827589,41,10002,"-27.150783,31.605219"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 14:25:59.081094,38,3930,"-63.0417565,140.995471"
F654J5DV77JS46566,Ford,2024,2025-11-30 21:00:43.938919,60,19621,"57.415280,-67.039245"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 20:27:59.998597,90,4007,"-61.9814825,-81.610179"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 19:22:15.340413,89,4004,"58.1705275,116.414209"
F654J5DV77JS98654,Ford,2023,2025-11-30 18:51:57.121973,26,22112,"44.0690175,-14.442323"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 10:56:14.079816,0,40002,"-65.0218315,-58.685496"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 17:57:29.658531,86,50008,"46.396940,-139.021300"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 19:36:02.559944,65,40001,"-58.520145,59.272070"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 07:03:13.487740,78,11058,"-30.982776,-131.348015"
F654J5DV77JS46566,Ford,2024,2025-11-30 16:49:17.964517,65,19619,"2.3337185,-59.848426"
F654J5DV77JS46566,Ford,2024,2025-11-30 20:59:50.532924,65,19625,"-11.2432765,-73.941896"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 17:42:13.298799,8,4005,"-7.0838025,-127.718620"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 08:42:00.602490,105,3925,"-69.7882865,40.166893"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 13:53:08.345619,105,10001,"64.213048,45.065790"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 03:33:59.187970,44,50010,"-81.9667915,145.300480"
F654J5DV77JS46566,Ford,2024,2025-11-30 07:16:45.227922,57,19620,"80.951313,38.422662"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 05:11:43.821581,47,11058,"46.074060,101.161680"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 23:26:34.469456,67,60004,"-70.1232075,-138.674390"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 15:15:06.150340,23,13564,"-11.835702,149.814815"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 04:45:49.722766,118,50000,"35.6806815,-35.165245"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 23:22:32.709742,105,11058,"-12.2418655,154.777413"
LZB12345678901234,FAW,2023,2025-11-30 23:29:51.140741,82,8006,"81.6822285,129.939804"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 16:56:53.160449,111,13565,"86.288127,-35.706849"
3GCUKREC0FG893480,Chevrolet,2025,2025-12-01 01:53:30.371259,22,3931,"87.568730,-83.603137"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 09:46:19.763876,32,40008,"57.495851,-143.751944"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 19:44:56.837584,35,60006,"-23.117806,155.954189"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 11:19:54.500017,24,3925,"34.491956,37.997552"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 19:00:07.243664,48,10008,"-31.800200,70.769949"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 11:04:24.095606,92,11055,"-44.3893275,54.913225"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 23:39:08.392571,41,10003,"6.145769,175.526115"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 05:49:46.255382,77,3999,"-24.0694945,170.058311"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 14:12:06.992800,55,13568,"70.8715755,-106.986971"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 17:25:04.941393,119,3934,"7.3931635,-122.716141"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 05:02:04.645974,46,60007,"-42.105766,-118.042966"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 22:13:31.766033,35,11055,"-67.778152,21.878182"
F654J5DV77JS46566,Ford,2024,2025-11-30 09:21:34.789238,10,19618,"-55.0067605,107.323375"
F654J5DV77JS46566,Ford,2024,2025-11-30 16:52:57.042377,28,19624,"52.1940445,-54.494391"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 03:15:02.232008,64,11055,"28.7257505,-158.396907"
F654J5DV77JS98654,Ford,2023,2025-11-30 16:44:33.928969,112,22106,"-24.5624265,36.248764"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 09:29:28.604397,82,20008,"30.4193865,-26.641067"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 05:51:26.958817,49,11055,"18.545950,173.959533"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 07:36:49.586944,56,20001,"-15.2971195,-121.953980"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 05:12:43.015974,96,40009,"48.2633225,-85.717092"
F654J5DV77JS98654,Ford,2023,2025-11-30 10:47:12.569903,72,22112,"7.7480735,-151.175788"
1V2NC9JX5JC123456,Volvo,2022,2025-12-01 00:40:54.619664,3,13563,"-22.940620,-92.462907"
LZB12345678901234,FAW,2023,2025-12-01 01:58:56.826915,77,8002,"11.756567,131.643614"
F654J5DV77JS46566,Ford,2024,2025-11-30 10:02:09.780272,0,19623,"82.492145,-134.121310"
F654J5DV77JS98654,Ford,2023,2025-12-01 02:09:29.708102,7,22108,"35.4819115,-76.038038"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 23:31:54.515487,101,20009,"-30.217623,114.097344"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 07:03:01.976168,54,60000,"25.0127995,23.437609"
F654J5DV77JS46566,Ford,2024,2025-11-30 21:32:33.573330,8,19615,"-49.5579065,118.758030"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 17:08:57.532166,76,11054,"67.8809875,176.855654"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 23:48:17.091217,58,3926,"72.652629,120.819970"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 09:37:38.921632,117,50000,"-58.1912295,-25.906032"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 02:49:12.073922,83,13570,"-81.5697155,120.424052"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 04:19:45.736074,81,4004,"-75.792240,110.360037"
F654J5DV77JS46566,Ford,2024,2025-12-01 00:39:11.675849,40,19617,"-8.546906,153.489806"
F654J5DV77JS98654,Ford,2023,2025-12-01 02:15:48.266738,93,22115,"-14.523198,107.387942"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 13:36:34.155266,34,13561,"53.0595715,156.700007"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 04:19:28.051313,32,10010,"52.634280,-72.831448"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 18:09:55.644840,21,20008,"-15.562212,90.096679"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 19:58:47.591250,49,11060,"-70.2516725,96.813762"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 11:19:53.497637,95,40000,"75.7703785,-176.233190"
LZB12345678901234,FAW,2023,2025-11-30 11:47:48.303385,77,8003,"82.8083935,57.105903"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 14:15:06.493781,72,60003,"50.172409,85.410931"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 23:02:25.868333,88,13565,"4.252878,-87.634179"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 06:20:07.805765,13,40007,"56.7623795,101.237695"
LZB12345678901234,FAW,2023,2025-11-30 22:08:27.815411,101,8001,"-62.5491315,115.761410"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 04:09:33.622151,91,11058,"57.133267,-44.929434"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 18:16:04.582259,112,50002,"76.706760,71.355647"
LZB12345678901234,FAW,2023,2025-11-30 20:08:11.777573,56,8010,"-19.602251,3.311986"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 21:52:23.910139,65,3933,"54.8739815,8.508936"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 20:28:54.172791,12,50008,"83.9500625,-177.254266"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 05:57:25.238104,119,11052,"-40.571237,-123.725077"
LZB12345678901234,FAW,2023,2025-11-30 21:02:03.062813,49,8003,"58.743774,-77.952892"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 04:19:23.318674,97,13568,"-37.457129,58.929584"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 13:07:02.173890,47,50001,"82.5806845,171.478270"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 09:54:06.740665,58,60003,"82.5696245,2.209916"
LZB12345678901234,FAW,2023,2025-12-01 01:45:59.098278,65,8010,"-22.593631,45.477446"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 21:59:39.749950,94,11060,"-34.6460375,40.257023"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 14:13:04.889707,58,11050,"43.438330,93.154994"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 03:58:32.630601,21,20002,"-51.793920,-158.709466"
F654J5DV77JS46566,Ford,2024,2025-11-30 05:20:37.529623,82,19618,"46.5831915,-36.047613"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 07:44:38.662585,89,3929,"79.017619,0.780195"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 17:20:45.047165,48,40005,"-34.6325915,-112.787070"
F654J5DV77JS98654,Ford,2023,2025-11-30 12:38:46.259531,82,22113,"19.916107,32.330241"
3GCUKREC0FG893480,Chevrolet,2025,2025-12-01 01:12:45.673089,101,3935,"-14.122332,-127.540105"
3GCUKREC0FG123456,Chevrolet,2024,2025-12-01 00:29:26.918727,54,4007,"-41.877888,142.319124"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 07:24:10.133514,3,50009,"87.2271575,-31.468088"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 11:16:17.373420,22,60010,"-37.3823025,-169.433331"
LZB12345678901234,FAW,2023,2025-12-01 00:37:12.349972,39,8008,"-48.512374,100.762670"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 20:02:18.195564,52,11055,"60.026576,-133.909288"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 22:03:24.970877,55,50006,"-32.0593635,71.659747"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 17:28:53.516782,24,13564,"83.959243,48.789123"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 19:59:33.437151,57,3932,"-53.407371,-128.199230"
LZB12345678901234,FAW,2023,2025-11-30 08:28:34.878208,16,8004,"44.665284,-93.436528"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 06:48:16.299711,12,60006,"-4.9927145,-141.308149"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 02:55:58.994913,86,40007,"38.4150485,-35.881096"
1VWAP7A30JC123456,Volkswagen,2021,2025-12-01 02:06:46.108639,73,20010,"61.286806,120.842553"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 08:42:37.622821,86,3932,"17.697521,110.492782"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 19:47:27.179438,39,60005,"62.8609015,159.149840"
1XKAD49X7JJ123456,Kenworth,2015,2025-12-01 00:11:25.841079,25,60008,"-38.796031,-113.451444"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 22:53:42.138369,39,50008,"-38.8438705,148.740073"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 04:22:08.151140,99,3934,"-61.1132005,-142.814410"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 14:18:24.282591,93,11058,"-72.1149075,-92.559867"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 13:42:02.830133,51,13570,"-5.4482935,95.296649"
F654J5DV77JS98654,Ford,2023,2025-12-01 02:04:51.117660,88,22115,"30.6268745,158.688994"
F654J5DV77JS46566,Ford,2024,2025-11-30 13:03:42.063138,59,19622,"-0.644512,-100.980027"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 15:00:12.187731,3,3928,"37.5459545,-125.650900"
1VWAP7A30JC123456,Volkswagen,2021,2025-12-01 02:24:21.690945,42,20000,"27.3146525,-85.460639"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 17:03:19.438977,99,4001,"35.0423485,163.949675"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 17:59:37.405031,120,20000,"-26.7957105,-55.461152"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 13:57:35.231387,4,50007,"-66.6355645,-107.400205"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 04:40:33.261474,117,20004,"37.7678185,-56.283678"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 07:27:35.320071,12,13569,"-80.362278,146.112003"
F654J5DV77JS98654,Ford,2023,2025-12-01 01:47:09.351398,58,22110,"-79.2633265,-154.747947"
F654J5DV77JS46566,Ford,2024,2025-11-30 02:39:02.271641,114,19618,"-40.8483615,83.582948"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 08:30:44.267561,102,20003,"1.224230,175.493640"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 10:50:15.955199,69,4003,"-31.974147,71.771340"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 14:21:08.853195,73,60010,"-86.9689405,-163.769340"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 08:44:58.624956,73,11053,"17.5515855,-23.978996"
LZB12345678901234,FAW,2023,2025-11-30 04:22:56.728994,49,8005,"-82.2206665,-135.448621"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 22:23:09.633176,2,50006,"36.7230635,136.063166"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 13:16:04.082689,23,10007,"15.5473355,-113.351410"
F654J5DV77JS46566,Ford,2024,2025-11-30 20:00:54.580344,82,19623,"5.092078,-144.881573"
F654J5DV77JS46566,Ford,2024,2025-11-30 15:50:52.663770,22,19619,"-88.509540,133.484184"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 10:11:26.638110,10,20003,"26.9982465,-176.787285"
F654J5DV77JS46566,Ford,2024,2025-11-30 15:25:02.884848,15,19616,"41.442277,7.923005"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 18:27:53.440763,114,60000,"-40.7124255,-20.496612"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 16:50:53.908540,25,20007,"53.169940,-171.072919"
6FDUF4GY1JSC12345,Scania,2016,2025-12-01 00:55:12.659604,102,50004,"25.9345655,151.844842"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 11:26:56.015524,72,20010,"-8.2534285,-18.361983"
F654J5DV77JS46566,Ford,2024,2025-11-30 10:31:40.020100,5,19618,"1.493873,-85.958293"
1VWAP7A30JC123456,Volkswagen,2021,2025-12-01 01:53:42.445231,50,20000,"30.844191,113.784908"
